V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V13,V19,V22,V30,V33,V35,V36,V40,V41,V42,V43,V45,V47,V50,V51,V52,V59,V63,V72,V75,class
0.0,25.0,3.0,3,4429.0,320.0,2.0,26,112.0,0.0,1,3.0,7,2,1,3,9,1,10.0,3,14.0,4.0,8,0,6.0,3,0,1.0,6,26,2,1
1.0,3.0,11.0,11,20.0,11.0,21.0,11,157.0,1.0,5,11.0,9,2,6,1,9,8,4.0,0,12.0,12.0,0,5,9.0,0,1,35.0,6,27,1,1
4.0,0.0,30.0,6,87.0,8.0,9.0,19,25.0,1.0,3,8.0,3,2,1,1,9,6,86.0,0,14.0,122.0,0,8,10.0,12,1,0.0,6,1,41,0
1.0,0.0,67.0,31,573.0,60.0,9.0,44,356.0,1.0,5,31.0,3,2,1,1,1,6,13.0,0,33.0,213.0,4,3,4.0,1,0,1.0,8,1,1,1
2.0,1.0,1.0,5,1419.0,126.0,15.0,31,62.0,0.0,2,5.0,3,2,1,0,9,4,0.0,3,7.0,550.0,1,8,8.0,0,1,3.0,1,3,4,1
2.0,7.0,3.0,24,15.0,22.0,4.0,25,50.0,1.0,1,22.0,7,2,1,3,9,6,2.0,2,0.0,3.0,0,10,25.0,1,1,2.0,1,0,9,1
0.0,0.0,9.0,6,3432.0,260.0,1.0,12,130.0,0.0,1,6.0,7,2,7,3,8,7,4.0,1,15.0,3.0,1,10,3.0,0,0,1.0,6,2,4,1
0.0,0.0,17.0,1,18734.0,75.0,4.0,8,69.0,0.0,3,1.0,9,2,1,2,9,4,4.0,3,25.0,425.0,0,5,0.0,1,1,7.0,1,1,2,1
23.0,1.0,57.0,52,1.0,3.0,23.0,48,56.0,2.0,2,3.0,7,2,1,2,7,1,188.0,3,0.0,0.0,0,8,4.0,0,0,3.0,8,0,1,0
12.0,8.0,159.0,11,8.0,4.0,115.0,31,170.0,1.0,21,4.0,3,2,1,3,9,6,8.0,1,6.0,57.0,4,8,6.0,1,1,3.0,8,0,2,0
18.0,0.0,198.0,25,1.0,0.0,11.0,25,25.0,1.0,1,0.0,3,2,1,0,9,2,23.0,3,24.0,352.0,8,3,10.0,3,0,22.0,8,0,5,0
16.0,4.0,20.0,14,46.0,19.0,34.0,21,339.0,2.0,5,5.0,3,2,1,3,9,8,3.0,0,11.0,7.0,1,0,1.0,5,1,13.0,6,1,1,1
3.0,-1.0,5.0,4,1084.0,37.0,9.0,18,146.0,2.0,6,11.0,7,2,1,3,9,8,1.0,1,6.0,20.0,0,8,4.0,0,1,0.0,6,1,19,0
0.0,-1.0,30.0,19,1792.0,80.0,137.0,23,229.0,0.0,13,19.0,7,2,3,0,9,8,0.0,3,3.0,16.0,0,0,3.0,2,0,1.0,4,1,8,1
6.0,43.0,23.0,24,151.0,67.0,16.0,30,47.0,1.0,5,24.0,7,2,1,0,9,6,6.0,2,48.0,62.0,1,10,52.0,1,1,10.0,7,0,0,1
0.0,264.0,11.0,2,7083.0,572.0,5.0,13,1525.0,0.0,5,116.0,7,2,1,3,9,8,0.0,2,10.0,452.0,1,3,27.0,4,1,1.0,7,0,6,0
3.0,480.0,4.0,9,169.0,14.0,5.0,11,21.0,1.0,2,9.0,7,2,4,1,9,6,72.0,3,11.0,5.0,1,3,3.0,2,1,142.0,7,0,0,0
0.0,3592.0,8.0,0,7138.0,153.0,3.0,11,106.0,0.0,2,4.0,7,2,0,3,9,6,56.0,2,3.0,12.0,0,5,8.0,3,1,1.0,7,1,5,1
0.0,284.0,30.0,0,4092.0,57.0,160.0,8,244.0,0.0,8,19.0,3,2,1,1,1,8,12.0,3,0.0,24.0,1,8,6.0,1,1,6.0,7,5,0,1
2.0,0.0,33.0,8,10.0,7.0,40.0,14,20.0,2.0,16,7.0,7,2,1,1,9,8,6.0,3,0.0,9.0,2,0,0.0,2,1,0.0,6,0,2,1
1.0,125.0,6.0,4,25.0,4.0,6.0,4,14.0,1.0,4,4.0,5,2,1,1,5,8,6.0,3,3.0,2.0,0,7,8.0,1,0,6.0,6,4,2,0
0.0,129.0,1.0,11,4720.0,127.0,9.0,18,147.0,0.0,4,11.0,7,2,1,1,1,6,2.0,2,21.0,1.0,1,5,4.0,1,1,4.0,6,1,9,1
0.0,18.0,3.0,4,3915.0,71.0,5.0,5,69.0,0.0,1,4.0,7,2,1,3,9,6,3.0,2,7.0,44.0,1,3,2.0,0,1,4.0,6,23,1,1
3.0,144.0,1.0,1,1.0,0.0,36.0,1,1.0,2.0,6,0.0,3,2,1,1,9,8,0.0,3,0.0,0.0,1,5,76.0,2,0,15.0,6,1,0,0
4.0,0.0,35.0,1,2.0,1.0,4.0,1,1.0,1.0,1,1.0,7,2,1,0,8,6,1.0,3,6.0,7.0,1,5,0.0,1,3,3.0,8,0,0,1
0.0,1.0,1.0,9,2700.0,496.0,15.0,21,492.0,0.0,1,9.0,7,2,1,3,9,7,5.0,3,3.0,36.0,1,5,14.0,0,1,14.0,6,0,0,1
2.0,1.0,13.0,7,1.0,10.0,2.0,9,7.0,1.0,1,7.0,3,2,0,2,9,7,4.0,0,3.0,4.0,1,5,3.0,3,1,6.0,6,1,1,0
4.0,1.0,16.0,13,24.0,5.0,12.0,29,30.0,1.0,3,5.0,5,2,1,1,9,1,1.0,3,38.0,2.0,1,5,17.0,1,1,22.0,6,1,9,0
0.0,-1.0,111.0,37,1334.0,712.0,3.0,14,669.0,0.0,2,144.0,0,2,0,2,9,7,2.0,2,2.0,36.0,1,3,2.0,1,0,53.0,6,3,1,1
1.0,39.0,33.0,3,4.0,3.0,1.0,3,3.0,1.0,1,3.0,7,2,7,2,9,6,21.0,0,3.0,29.0,5,3,1.0,2,1,23.0,6,2,1,0
46.0,1.0,2.0,0,0.0,0.0,680.0,0,65.0,2.0,37,0.0,6,2,6,2,9,6,1.0,0,4.0,77.0,1,8,125.0,1,0,28.0,6,0,3,0
0.0,180.0,3.0,3,1912.0,142.0,2.0,37,108.0,0.0,2,3.0,4,2,7,3,9,6,27.0,0,0.0,106.0,1,5,4.0,0,1,0.0,6,2,0,0
1.0,0.0,8.0,16,133.0,31.0,4.0,36,1008.0,1.0,3,31.0,7,2,4,0,9,6,14.0,0,43.0,64.0,1,8,2.0,1,1,1.0,6,0,2,1
0.0,19.0,6.0,6,1395.0,47.0,5.0,28,238.0,0.0,3,6.0,7,2,6,3,1,6,1.0,2,5.0,54.0,3,8,15.0,2,1,0.0,6,1,1,1
1.0,4.0,51.0,41,11.0,38.0,3.0,37,90.0,1.0,2,37.0,3,2,1,0,9,6,8.0,3,0.0,3.0,5,7,15.0,1,1,2.0,6,0,3,1
4.0,0.0,34.0,19,2.0,2.0,103.0,22,225.0,1.0,15,2.0,3,2,1,1,8,6,6.0,2,4.0,60.0,1,10,1.0,0,1,0.0,5,0,3,0
8.0,2.0,5.0,4,4.0,0.0,8.0,5,4.0,1.0,1,0.0,3,2,1,1,8,1,11.0,0,16.0,1.0,0,3,1.0,0,0,3.0,1,0,0,0
2.0,0.0,111.0,0,15.0,14.0,2.0,0,0.0,1.0,1,0.0,4,2,0,0,9,6,10.0,3,1.0,1.0,1,3,14.0,1,0,0.0,7,1,4,0
0.0,16.0,6.0,9,1304.0,73.0,7.0,22,521.0,0.0,6,16.0,7,2,1,3,9,6,6.0,2,7.0,1098.0,0,8,12.0,26,1,27.0,7,5,1,0
11.0,0.0,39.0,21,1241.0,26.0,31.0,37,203.0,1.0,4,21.0,7,2,4,0,9,7,1.0,3,41.0,14.0,0,3,7.0,5,0,34.0,6,0,1,1
0.0,38.0,4.0,13,1350.0,30.0,70.0,2,47.0,0.0,4,13.0,7,2,4,2,9,1,46.0,0,11.0,26.0,6,8,17.0,3,1,11.0,1,1,1,0
1.0,0.0,37.0,25,53.0,28.0,1.0,25,28.0,1.0,1,28.0,7,2,7,0,9,6,1.0,3,2.0,1.0,1,8,1.0,2,0,4.0,1,0,1,0
1.0,-1.0,1.0,0,1.0,0.0,1.0,0,0.0,1.0,1,0.0,4,2,0,0,8,1,17.0,0,8.0,27.0,7,5,2.0,3,1,2.0,2,10,1,1
2.0,1.0,58.0,15,1100.0,51.0,19.0,36,75.0,1.0,7,15.0,4,2,1,1,9,7,1.0,2,9.0,3.0,1,10,2.0,42,0,0.0,6,4,3,1
1.0,123.0,11.0,12,10.0,12.0,1.0,11,12.0,1.0,1,12.0,7,2,7,2,9,6,6.0,2,4.0,13.0,1,3,15.0,2,2,2.0,5,1,0,0
2.0,93.0,31.0,6,1.0,1.0,159.0,47,1629.0,2.0,30,1.0,7,2,1,0,9,8,13.0,3,10.0,68.0,8,8,0.0,11,1,2.0,6,1,2,1
0.0,1.0,12.0,17,4779.0,40.0,1.0,17,40.0,0.0,1,17.0,7,2,7,1,1,1,81.0,3,0.0,85.0,5,8,0.0,1,0,8.0,6,3,1,1
14.0,2.0,7.0,10,1.0,2.0,16.0,8,12.0,1.0,2,2.0,4,2,1,1,9,6,16.0,2,0.0,53.0,1,5,68.0,20,1,2.0,8,1,3,1
29.0,41.0,5.0,4,7.0,4.0,273.0,4,35.0,2.0,30,4.0,7,2,6,1,9,6,1.0,3,13.0,0.0,1,5,4.0,1,1,16.0,6,14,7,1
0.0,7.0,1.0,1,2898.0,77.0,1.0,7,64.0,0.0,1,1.0,9,2,0,0,9,1,9.0,3,9.0,1234.0,1,10,29.0,2,2,1.0,6,11,2,1
3.0,44.0,38.0,10,1134.0,15.0,3.0,16,14.0,1.0,1,10.0,3,2,0,1,9,1,0.0,3,0.0,11.0,1,3,34.0,1,1,0.0,6,91,1,1
3.0,960.0,5.0,2,72.0,3.0,28.0,19,151.0,1.0,10,3.0,3,2,1,3,8,6,6.0,1,2.0,22.0,8,8,6.0,4,1,5.0,6,3,0,0
0.0,2.0,1.0,1,2327.0,71.0,4.0,21,72.0,0.0,2,1.0,7,2,1,0,9,6,0.0,3,14.0,52.0,4,5,52.0,5,0,4.0,6,3,2,1
0.0,1.0,13.0,4,17756.0,1439.0,8.0,7,123.0,0.0,1,7.0,7,2,1,3,9,7,6.0,2,19.0,85.0,1,8,45.0,22,0,5.0,6,0,4,1
0.0,0.0,14.0,4,2606.0,281.0,1.0,45,51.0,0.0,1,4.0,7,2,7,0,9,6,0.0,1,1.0,8.0,1,8,8.0,5,0,1.0,7,0,3,1
5.0,16.0,2.0,6,162.0,12.0,74.0,19,110.0,1.0,6,6.0,4,2,1,0,9,6,2.0,3,2.0,6.0,1,8,1.0,1,2,13.0,6,24,2,1
2.0,2696.0,30.0,0,33.0,0.0,6.0,0,38.0,1.0,1,0.0,7,2,1,2,8,1,0.0,1,25.0,7.0,2,5,5.0,1,1,0.0,6,3,2,0
2.0,26.0,208.0,6,95.0,20.0,2.0,10,13.0,1.0,1,13.0,7,2,0,0,9,6,3.0,2,0.0,79.0,1,8,1.0,2,2,2.0,8,5,3,0
99.0,135.0,13.0,0,0.0,36.0,147.0,47,124.0,0.0,4,0.0,3,2,4,1,8,1,4.0,1,12.0,11.0,0,8,1.0,1,0,2.0,7,40,2,0
0.0,46.0,1.0,1,2036.0,59.0,2.0,3,14.0,0.0,1,1.0,7,2,0,0,8,8,8.0,0,17.0,7.0,8,7,1.0,4,1,4.0,1,0,1,1
0.0,1.0,11.0,28,2604.0,44.0,1.0,49,45.0,0.0,1,28.0,7,2,1,2,9,6,1.0,1,0.0,2.0,8,0,4.0,1,1,2.0,4,0,8,1
6.0,260.0,6.0,5,4.0,0.0,12.0,13,50.0,3.0,7,0.0,9,2,1,2,9,6,8.0,3,2.0,123.0,8,8,1.0,2,0,4.0,6,32,1,0
1.0,0.0,3.0,2,28.0,3.0,1.0,2,2.0,1.0,1,2.0,9,2,7,3,9,6,14.0,1,16.0,8.0,1,3,58.0,3,0,34.0,8,1,4,0
6.0,40.0,43.0,11,57.0,11.0,6.0,13,47.0,1.0,1,11.0,7,2,4,2,9,6,3.0,3,3.0,9.0,1,8,1.0,4,1,1.0,9,1,1,1
0.0,7.0,18.0,15,13321.0,271.0,2.0,15,15.0,0.0,2,15.0,4,2,0,3,9,2,176.0,3,49.0,169.0,1,5,11.0,2,0,32.0,4,3,0,1
0.0,0.0,70.0,26,2861.0,59.0,1.0,48,59.0,0.0,1,26.0,6,2,7,2,9,6,121.0,1,3.0,677.0,1,3,7.0,6,1,61.0,7,7,1,1
8.0,3.0,4.0,21,332.0,29.0,15.0,24,135.0,1.0,4,22.0,7,2,1,0,9,6,2.0,2,1.0,30.0,5,5,2.0,2,3,6.0,6,0,1,1
0.0,311.0,28.0,15,1529.0,81.0,2.0,34,78.0,0.0,1,28.0,4,2,0,3,8,7,39.0,3,9.0,75.0,1,5,2.0,2,0,0.0,2,3,1,0
0.0,0.0,2.0,1,4438.0,173.0,4.0,3,17.0,0.0,2,1.0,4,2,1,3,9,7,0.0,3,19.0,16.0,0,10,1.0,1,0,1.0,6,5,12,0
26.0,80.0,2.0,2,584.0,4.0,32.0,14,197.0,1.0,4,2.0,7,2,1,0,9,7,10.0,0,15.0,5.0,1,8,184.0,0,0,0.0,2,21,3,0
0.0,748.0,1.0,7,1398.0,46.0,7.0,35,241.0,0.0,3,7.0,7,2,1,2,9,6,1.0,1,44.0,57.0,7,8,0.0,0,2,1.0,6,1,3,0
9.0,30.0,1.0,1,613.0,24.0,26.0,21,49.0,0.0,3,1.0,9,2,3,3,9,6,10.0,2,0.0,0.0,1,6,1.0,17,1,26.0,7,3,0,1
0.0,18.0,2.0,2,18744.0,328.0,1.0,2,185.0,0.0,1,2.0,3,0,0,3,9,1,1.0,3,24.0,3.0,6,3,1.0,0,1,5.0,6,1,3,1
2.0,12.0,20.0,11,0.0,4.0,3.0,16,17.0,1.0,2,0.0,4,2,0,0,9,6,150.0,2,12.0,20.0,1,10,0.0,0,0,5.0,8,1,0,1
1.0,181.0,1.0,1,47.0,1.0,1.0,1,1.0,1.0,1,1.0,4,2,7,3,9,7,1.0,2,6.0,171.0,2,8,5.0,0,1,11.0,6,5,1,1
2.0,106.0,2.0,2,77.0,9.0,2.0,6,6.0,1.0,1,2.0,3,2,0,3,9,2,0.0,1,9.0,12.0,4,8,37.0,3,0,0.0,7,1,2,1
0.0,0.0,1.0,1,5310.0,91.0,15.0,7,604.0,0.0,7,1.0,4,2,3,3,9,6,14.0,0,0.0,186.0,0,5,0.0,2,2,0.0,6,0,1,0
14.0,56.0,2.0,2,1.0,0.0,329.0,47,285.0,4.0,45,0.0,7,2,6,3,8,6,8.0,3,2.0,3.0,1,5,1.0,0,0,7.0,7,2,1,0
4.0,313.0,3.0,11,10.0,9.0,4.0,20,21.0,2.0,2,9.0,7,2,0,3,9,5,2.0,3,14.0,3.0,6,0,8.0,11,0,0.0,6,1,0,0
1.0,13.0,2.0,5,1015.0,15.0,1.0,15,15.0,1.0,1,5.0,3,2,7,2,9,4,0.0,3,1.0,3.0,7,6,28.0,1,1,8.0,6,1,5,1
0.0,0.0,6.0,2,11119.0,227.0,1.0,7,42.0,0.0,1,2.0,9,2,7,0,9,7,0.0,0,35.0,6.0,0,3,1.0,1,0,11.0,11,1,1,1
8.0,37.0,9.0,15,38.0,8.0,31.0,19,643.0,1.0,6,8.0,7,2,1,3,9,6,86.0,0,17.0,1.0,1,8,16.0,2,1,1.0,6,1,1,1
2.0,1.0,5.0,6,0.0,2.0,32.0,5,44.0,1.0,3,0.0,6,2,1,3,9,6,8.0,2,1.0,32.0,5,10,28.0,0,1,9.0,7,0,6,0
2.0,40.0,1.0,1,0.0,0.0,2.0,1,1.0,1.0,1,0.0,3,2,0,3,9,4,2.0,0,1.0,3.0,0,10,3.0,1,1,1.0,4,2,5,0
9.0,32.0,53.0,0,177.0,39.0,22.0,46,176.0,1.0,5,2.0,4,2,4,0,9,6,0.0,3,3.0,1.0,7,3,1.0,1,0,0.0,6,1,21,0
3.0,-1.0,7.0,4,535.0,5.0,70.0,8,303.0,1.0,11,4.0,6,2,4,2,9,6,24.0,1,1.0,29.0,0,8,25.0,1,1,44.0,6,1,1,0
4.0,0.0,26.0,13,14.0,6.0,62.0,28,734.0,2.0,8,6.0,7,2,1,2,1,5,19.0,3,15.0,1.0,8,8,17.0,7,0,3.0,6,0,1,0
1.0,0.0,15.0,2,24.0,2.0,7.0,2,4.0,1.0,2,2.0,7,2,1,1,9,6,0.0,3,18.0,3.0,1,8,0.0,3,1,13.0,6,1,0,1
0.0,1.0,44.0,46,6995.0,789.0,1.0,45,278.0,0.0,1,46.0,7,2,7,3,9,9,7.0,0,2.0,5.0,5,8,12.0,1,1,118.0,4,2,2,1
0.0,0.0,8.0,4,2871.0,38.0,7.0,1,45.0,0.0,1,12.0,7,2,1,0,9,8,2.0,3,7.0,9.0,8,8,99.0,1,2,0.0,6,6,2,1
9.0,110.0,257.0,18,1418.0,106.0,19.0,49,89.0,1.0,2,39.0,7,2,1,2,9,6,0.0,1,3.0,7.0,8,3,0.0,3,0,1.0,8,10,0,1
1.0,1.0,14.0,4,601.0,26.0,1.0,18,18.0,1.0,1,4.0,7,2,7,2,9,6,1.0,3,7.0,5.0,7,5,16.0,0,1,39.0,8,2,9,0
0.0,391.0,5.0,9,2861.0,1359.0,3.0,26,638.0,0.0,1,13.0,4,2,4,3,9,6,1.0,2,3.0,1.0,0,5,17.0,1,1,0.0,6,2,1,1
1.0,1.0,10.0,1,444.0,75.0,1.0,37,37.0,1.0,1,1.0,7,2,3,0,9,7,3.0,0,2.0,22.0,5,8,5.0,0,1,7.0,6,0,1,1
0.0,2401.0,3.0,0,4694.0,153.0,5.0,7,129.0,0.0,2,1.0,3,2,3,3,8,1,1.0,1,0.0,10.0,1,8,1.0,1,1,6.0,6,9,10,1
11.0,9.0,7.0,11,21.0,9.0,11.0,27,29.0,1.0,1,8.0,4,2,6,3,9,6,2.0,1,12.0,32.0,8,8,4.0,2,0,18.0,7,1,1,0
6.0,1.0,2.0,2,1316.0,16.0,19.0,19,30.0,1.0,5,2.0,3,2,1,3,9,8,1.0,3,31.0,274.0,1,8,6.0,3,1,0.0,6,2,8,0
0.0,2258.0,4.0,4,7655.0,83.0,15.0,15,241.0,0.0,8,4.0,3,2,6,3,9,7,1.0,1,7.0,4.0,3,8,3.0,1,0,4.0,9,0,1,0
1.0,9.0,16.0,4,79.0,34.0,1.0,7,7.0,1.0,1,7.0,7,2,7,3,9,7,727.0,1,5.0,32.0,5,8,26.0,1,0,1.0,6,0,0,1
0.0,0.0,13.0,0,2394.0,7.0,1.0,3,7.0,0.0,1,3.0,7,2,7,1,8,4,0.0,0,2.0,116.0,8,7,25.0,1,1,1.0,7,1,2,0
0.0,6.0,1.0,2,14006.0,253.0,4.0,1,244.0,0.0,1,2.0,4,2,1,3,9,7,2.0,2,3.0,174.0,1,5,1.0,2,1,5.0,6,1,1,1
0.0,14.0,3.0,6,983.0,104.0,4.0,34,133.0,0.0,2,6.0,3,2,6,2,8,1,3.0,2,0.0,12.0,4,10,44.0,1,1,11.0,6,4,1,1
3.0,374.0,16.0,8,1.0,0.0,46.0,49,123.0,1.0,12,0.0,3,2,1,1,8,8,16.0,3,1.0,4.0,1,8,4.0,1,0,16.0,6,2,0,0
11.0,1.0,25.0,9,0.0,2.0,12.0,8,9.0,1.0,2,2.0,7,2,1,0,9,6,5.0,0,2.0,2.0,4,8,1.0,5,0,0.0,8,2,1,1
13.0,3.0,6.0,12,1041.0,16.0,99.0,36,825.0,1.0,13,12.0,3,2,4,3,9,4,1.0,2,17.0,84.0,8,8,12.0,1,0,0.0,7,18,2,1
7.0,0.0,1.0,0,0.0,0.0,7.0,0,0.0,1.0,1,0.0,4,2,1,2,9,6,8.0,2,7.0,45.0,1,8,3.0,1,1,0.0,1,6,3,0
1.0,1.0,1.0,2,1.0,2.0,2.0,4,105.0,1.0,2,2.0,7,2,7,1,9,6,2.0,1,38.0,1.0,0,3,1.0,0,1,29.0,4,1,4,1
3.0,20.0,29.0,15,5.0,14.0,8.0,17,32.0,1.0,3,14.0,3,2,1,1,9,7,5.0,3,31.0,308.0,1,8,1.0,21,0,25.0,4,1,0,0
0.0,0.0,3.0,10,1556.0,16.0,2.0,4,13.0,0.0,1,10.0,6,2,4,1,9,6,0.0,0,46.0,20.0,8,8,0.0,2,1,11.0,7,1,5,0
1.0,0.0,8.0,11,1378.0,101.0,7.0,40,535.0,1.0,4,24.0,4,2,6,3,9,6,2.0,1,0.0,86.0,2,10,1.0,1,1,1.0,6,1,2,1
8.0,1.0,4.0,4,1162.0,30.0,31.0,33,45.0,1.0,7,4.0,5,2,1,2,8,1,43.0,1,0.0,149.0,8,3,3.0,1,1,29.0,6,0,4,0
1.0,25.0,8.0,6,2.0,6.0,2.0,19,19.0,1.0,2,6.0,4,2,0,3,1,1,15.0,3,27.0,5.0,1,8,7.0,1,0,2.0,6,3,7,1
0.0,10.0,98.0,2,2988.0,109.0,23.0,6,206.0,0.0,6,5.0,0,2,1,0,9,4,1.0,1,0.0,4.0,7,5,9.0,0,1,4.0,6,1,0,1
0.0,0.0,7.0,1,71837.0,262.0,0.0,7,61.0,0.0,0,1.0,5,0,3,2,8,8,4.0,3,2.0,23.0,1,3,36.0,0,1,7.0,6,2,3,1
4.0,1.0,15.0,10,0.0,0.0,5.0,18,18.0,1.0,2,0.0,7,2,1,2,9,6,0.0,0,3.0,4.0,1,5,0.0,9,1,0.0,6,1,0,0
2.0,5.0,8.0,33,11.0,43.0,7.0,29,1252.0,1.0,4,29.0,7,2,1,3,9,6,1.0,3,1.0,45.0,1,3,22.0,1,1,79.0,4,0,1,1
4.0,0.0,39.0,7,544.0,87.0,11.0,36,123.0,1.0,3,11.0,9,2,1,0,9,8,37.0,0,1.0,0.0,8,8,54.0,6,0,5.0,6,0,0,0
2.0,4.0,85.0,10,0.0,1.0,5.0,22,18.0,2.0,4,1.0,4,2,6,3,9,9,1.0,2,31.0,1.0,1,5,0.0,5,0,0.0,6,1,5,1
1.0,1.0,2.0,3,1382.0,4.0,15.0,8,133.0,0.0,4,3.0,7,2,1,0,9,6,45.0,3,26.0,2.0,0,8,24.0,0,2,2.0,1,9,0,0
1.0,25.0,13.0,2,1.0,0.0,50.0,2,291.0,1.0,7,0.0,7,2,6,2,9,6,0.0,1,3.0,22.0,5,5,0.0,1,0,2.0,6,14,2,0
0.0,1.0,1.0,13,1434.0,22.0,13.0,28,271.0,0.0,6,13.0,3,2,1,3,9,7,0.0,3,0.0,165.0,3,8,4.0,26,1,1.0,6,2,4,0
125.0,0.0,1.0,2,774.0,8.0,125.0,3,9.0,1.0,1,2.0,4,2,3,3,9,8,3.0,3,9.0,107.0,8,3,1.0,1,0,3.0,6,2,0,0
0.0,17.0,1.0,2,5908.0,158.0,3.0,12,450.0,0.0,2,2.0,4,2,1,3,1,6,2.0,3,3.0,121.0,1,10,36.0,2,1,0.0,6,1,1,1
1.0,-1.0,3.0,0,159.0,2.0,2.0,1,94.0,1.0,2,1.0,9,2,1,0,9,6,3.0,2,5.0,19.0,1,8,38.0,9,1,3.0,6,1,5,0
1.0,-1.0,16.0,14,11.0,14.0,3.0,11,162.0,1.0,3,14.0,0,2,1,1,9,6,7.0,0,5.0,39.0,4,5,0.0,8,1,0.0,6,1,3,1
0.0,1.0,1.0,2,3960.0,204.0,6.0,15,89.0,0.0,1,2.0,4,2,1,3,9,9,0.0,3,3.0,21.0,0,5,8.0,8,1,0.0,8,4,18,1
1.0,1.0,10.0,5,48.0,5.0,1.0,5,5.0,1.0,1,5.0,3,2,7,2,9,6,12.0,3,11.0,18.0,0,8,0.0,2,1,0.0,6,1,0,0
4.0,1.0,5.0,16,21.0,19.0,4.0,16,16.0,1.0,1,16.0,3,2,1,1,9,6,7.0,3,12.0,2.0,1,3,53.0,1,0,15.0,4,1,2,1
54.0,5.0,1.0,13,1146.0,33.0,67.0,23,389.0,0.0,3,32.0,7,2,4,3,9,6,1.0,3,34.0,15.0,1,8,1.0,5,1,2.0,8,2,41,0
8.0,27.0,1.0,7,361.0,15.0,80.0,29,66.0,1.0,8,7.0,7,2,1,3,9,6,9.0,3,38.0,8.0,7,8,28.0,1,1,0.0,7,0,2,0
0.0,12.0,34.0,9,3340.0,239.0,1.0,41,116.0,0.0,1,24.0,4,2,4,3,1,1,0.0,1,7.0,255.0,4,8,17.0,0,1,0.0,7,3,1,0
4.0,5.0,8.0,7,0.0,0.0,7.0,26,66.0,1.0,2,0.0,7,2,1,0,9,6,140.0,3,0.0,0.0,5,8,2.0,0,2,8.0,8,2,1,1
3.0,1.0,56.0,26,56.0,24.0,10.0,46,92.0,1.0,6,21.0,7,2,1,2,9,6,0.0,1,8.0,24.0,1,10,10.0,1,1,0.0,7,9,3,1
0.0,629.0,26.0,1,10097.0,545.0,10.0,2,181.0,0.0,5,2.0,9,2,1,0,9,6,0.0,3,23.0,7.0,1,8,3.0,1,0,3.0,1,10,1,1
0.0,0.0,20.0,16,1756.0,270.0,9.0,35,978.0,0.0,2,58.0,3,2,3,3,8,7,0.0,2,4.0,36.0,0,5,0.0,1,1,0.0,7,1,1,1
0.0,2.0,3.0,2,2282.0,2085.0,32.0,4,539.0,0.0,7,3.0,7,2,1,1,9,6,1.0,3,2.0,3.0,1,5,1.0,15,1,9.0,8,2,0,1
1.0,0.0,4.0,3,300.0,4.0,1.0,3,3.0,1.0,1,3.0,6,2,0,3,7,7,0.0,3,17.0,64.0,1,0,0.0,0,2,1.0,6,1,9,1
39.0,977.0,39.0,12,1235.0,58.0,317.0,25,337.0,0.0,6,15.0,7,2,3,0,8,1,78.0,3,4.0,15.0,6,8,13.0,1,1,6.0,8,1,4,0
24.0,3.0,23.0,9,5.0,9.0,24.0,6,12.0,1.0,1,9.0,7,2,0,0,1,6,2.0,0,7.0,115.0,0,3,3.0,2,1,0.0,9,0,1,0
0.0,60.0,23.0,6,5227.0,264.0,3.0,18,161.0,0.0,3,6.0,7,2,0,3,9,11,5.0,3,9.0,4.0,1,5,20.0,0,0,5.0,7,2,3,1
5.0,2.0,2.0,3,174.0,14.0,5.0,9,25.0,1.0,1,3.0,7,2,1,2,9,8,16.0,1,22.0,22.0,1,8,105.0,2,1,8.0,7,1,0,0
1.0,1.0,27.0,22,577.0,166.0,4.0,20,227.0,1.0,2,63.0,9,2,3,2,9,8,5.0,0,15.0,2.0,6,3,3.0,3,2,3.0,4,1,1,1
14.0,361.0,13.0,13,604.0,37.0,109.0,30,898.0,1.0,16,13.0,3,2,3,3,9,6,7.0,3,0.0,5.0,8,3,25.0,4,0,18.0,8,3,0,1
5.0,28.0,10.0,9,986.0,50.0,5.0,12,44.0,1.0,1,9.0,3,2,1,3,1,7,1.0,2,4.0,3.0,1,3,1.0,5,0,9.0,8,2,4,0
0.0,0.0,9.0,6,1838.0,92.0,40.0,32,329.0,0.0,4,18.0,9,2,6,1,9,6,64.0,3,47.0,208.0,1,10,28.0,1,1,8.0,8,1,0,1
1.0,7.0,99.0,31,7.0,16.0,55.0,27,1309.0,1.0,20,16.0,7,2,4,2,9,1,23.0,1,7.0,46.0,1,8,30.0,1,1,119.0,8,12,1,1
3.0,17.0,5.0,13,2.0,5.0,10.0,34,141.0,2.0,5,5.0,3,2,1,2,9,1,0.0,3,6.0,0.0,1,5,5.0,0,3,0.0,1,3,1,0
0.0,0.0,6.0,1,1910.0,355.0,2.0,1,42.0,0.0,1,1.0,7,2,7,0,9,6,5.0,1,11.0,268.0,4,8,2.0,15,0,9.0,8,1,1,0
0.0,3.0,1.0,6,3862.0,180.0,1.0,0,179.0,0.0,1,6.0,4,2,7,1,9,6,4.0,2,37.0,7.0,1,6,11.0,13,1,1.0,4,4,0,1
0.0,105.0,7.0,2,3503.0,496.0,2.0,18,398.0,0.0,2,2.0,7,2,3,0,9,6,6.0,1,16.0,44.0,1,3,158.0,2,0,0.0,6,1,1,1
